{} 3 1000 57 [ 4.75802128  8.24953247 12.59915022]
{} 3 1000 58 [ 5.83733803 15.21710532  5.28373917]
{} 3 1000 59 [13.81793655  2.03980049  6.38795651]
{} 3 1000 60 [17.07657689  3.35141323 14.49195997]
{} 3 1000 61 [18.02199008 10.65097114 15.65318133]
{} 2 1000 62 [15.73076844  5.51250502 15.29217191]
{} 3 1000 63 [ 3.71648706  3.67577946 14.1321007 ]
{} 3 1000 64 [9.11158852 7.31354298 1.8279618 ]
{} 3 1000 65 [ 0.07155591 17.96939184  2.8231212 ]
{} 2 1000 66 [14.12181928 12.22283048  7.68760693]
{} 2 1000 67 [ 7.21906022 19.76967168 17.36830116]
{} 3 1000 68 [13.07089623 13.52903515 13.3396519 ]
{} 3 1000 69 [ 5.25578827  3.41472956 18.50330788]
{} 3 1000 70 [15.52787911 13.11275487 12.06365125]
{} 3 1000 71 [ 6.34165769 15.36344188 10.04466838]
{} 3 1000 72 [14.36478952  1.74576668 18.49746161]
{} 1 1000 73 [ 7.88392533 15.31728023  6.15327654]
{} 3 1000 74 [16.13563052 18.88646217  8.79101553]
{} 3 1000 75 [14.09786488  9.11962607  4.26556046]
{} 1 1000 76 [ 7.89475068 11.25775044  9.96004207]
{} 2 1000 77 [ 3.38565604 10.00926182  8.13277913]
{} 2 1000 78 [ 4.97652429 19.48796171 14.68980841]
{} 2 1000 79 [19.71522091  6.80576401 12.09030228]
{} 3 1000 80 [16.1518702  18.58800474 17.40001327]
{} 3 1000 81 [0.38303963 7.72367242 2.59331015]
{} 1 1000 82 [11.08928049 18.3431286   9.97224266]
{} 3 1000 83 [ 1.11279428  2.69693832 17.16405594]
{} 1 1000 84 [16.93145638  8.45676215 14.56475647]
{} 3 1000 85 [ 4.32073004 18.58578545 13.84647795]
{} 2 1000 86 [19.69723669 13.38080563  3.91434085]
{} 1 1000 87 [14.24414706 10.64548608  3.49622609]
{} 2 1000 88 [14.36128442  3.64026303  4.05929923]
{} 3 1000 89 [13.16743734  0.80109298 17.11549917]
{} 3 1000 90 [12.72148822 13.35586682 16.73635681]
{} 1 1000 91 [17.75907648  1.93735327 11.0229429 ]
{} 2 1000 92 [13.71484237 18.4028828   5.40188656]
{} 3 1000 93 [15.29449932  7.68568648 13.21611707]
{} 3 1000 94 [11.61917377 17.86196761 10.16943735]
{} 2 1000 95 [19.74004587 10.64799328 14.50219684]
{} 1 1000 96 [ 4.16603431  4.66889399 11.44158954]
{} 1 1000 97 [15.94947243 14.94662993 12.59584658]
{} 2 1000 98 [17.92570718 19.2286248  17.39580128]
{} 1 1000 99 [ 3.40811366  6.80703615 16.07397914]
{} 3 1000 100 [ 6.3685618  17.31674057 14.9222889 ]
{} 2 1000 101 [ 9.78524904 16.41794551  3.31122262]
{} 1 1000 102 [12.31380685  4.74783931 14.20676094]
{} 3 1000 103 [ 1.34615983  0.34705258 10.24670567]
{} 1 1000 104 [13.9634483  14.42595012  7.22132325]
{} 1 1000 105 [10.44017867  0.83916136  3.39783161]
{} 3 1000 106 [ 9.33069508 17.58311077  8.07478886]
{} 3 1000 107 [ 5.2905933  19.46005116  7.53403881]
{} 1 1000 108 [12.90671678 14.32362416  2.63927687]
{} 3 1000 109 [10.24316278  9.42206512 11.79093528]
{} 2 1000 110 [ 2.51553366  6.45438847 14.69736128]
{} 3 1000 111 [2.90742416 8.70065756 9.61055166]
{} 2 1000 112 [15.83420478 12.16617586  7.53961566]
{} 2 1000 113 [13.70208431  7.90963165  6.92450935]
{} 3 1000 114 [ 7.16405977 13.8488363   6.75079721]
{} 1 1000 115 [ 6.27326797  7.11207029 14.16194507]
{} 2 1000 116 [10.24820129  5.56192436 18.86416367]
{} 1 1000 117 [9.43949959 5.57994477 5.48539569]
{} 3 1000 118 [19.23262158 13.0023391  18.78401764]
{} 1 1000 119 [11.07713178  9.12341393  2.16200854]
{} 1 1000 120 [ 6.40817262  1.72502073 12.16687718]
{} 3 1000 121 [17.4149579   7.47739133 18.21582137]
{} 1 1000 122 [ 8.79230117 12.43363588 18.08353932]
{} 3 1000 123 [13.23250744 14.10178593  5.15768152]
{} 3 1000 124 [14.48543296 14.67072487 13.57445545]
{} 1 1000 125 [17.83855905  7.62421651 13.00186351]
{} 1 1000 126 [19.44574712 10.14285628  9.29796517]
{} 2 1000 127 [13.87295706 12.74910572  9.65408163]
{} 2 1000 128 [ 3.03674436 18.29470731 10.68025613]
{} 3 1000 129 [8.71726653 5.47285928 6.79559274]
{} 1 1000 130 [ 8.82245366 10.24921627 15.77395199]
{} 2 1000 131 [0.55159124 3.04352382 7.41693555]
{} 2 1000 132 [12.66817585  4.72460465 10.45345335]
{} 2 1000 133 [10.66418782  5.15259292  5.01925038]
{} 1 1000 134 [12.65086555 13.17649432  9.70214344]
{} 2 1000 135 [11.47807779 15.90428496 11.87931716]
{} 3 1000 136 [ 0.29343368 14.18114594  7.14234523]
{} 3 1000 137 [11.65198844 12.19727932  7.72537488]
{} 1 1000 138 [ 5.134948   14.73605467  8.49966654]
{} 3 1000 139 [ 1.92889311  9.46901513 14.35445998]
{} 3 1000 140 [19.8025381  17.34613537  7.87147887]
{} 2 1000 141 [19.77917716 10.76205223 16.49230597]
{} 3 1000 142 [19.13318396 12.0402017   6.64248487]
{} 1 1000 143 [ 0.7807166  11.98851058  4.67471269]
{} 3 1000 144 [18.08886617  6.24906692  7.82524618]
{} 3 1000 145 [ 1.89930045 13.39441184 16.50993405]
{} 1 1000 146 [19.65484238  2.44725605  3.71246214]
{} 1 1000 147 [8.58084217 9.05997873 6.54428241]
{} 1 1000 148 [ 9.49963122 17.10547749 16.11437575]
{} 3 1000 149 [ 2.13024859  8.74541331 19.22806041]
{} 1 1000 150 [15.87415306 10.92936317 18.5899305 ]
{} 1 1000 151 [17.22728388 19.37397914  8.59558825]
{} 1 1000 152 [12.25241524  9.34632714  1.61307661]
{} 1 1000 153 [ 6.81522684 14.65429075  6.33207801]
{} 3 1000 154 [15.0785036   6.81429632  8.53844668]
{} 1 1000 155 [ 2.94961233 17.33325284  4.49508377]
{} 2 1000 156 [10.79875563 14.97979852  1.61314695]
{} 1 1000 157 [0.47651611 9.07406219 9.38989218]
{} 3 1000 158 [11.01394239 14.20779249 13.99781069]
{} 1 1000 159 [15.2214658  17.5818765  16.39292618]
{} 3 1000 160 [0.52936155 6.85100636 6.56646033]
{} 3 1000 161 [12.53520271 12.0108708  14.13407301]
{} 1 1000 162 [ 2.83252628  0.46448107 13.3557843 ]
{} 2 1000 163 [12.80497377  3.11806468 13.96567049]
{} 1 1000 164 [1.04399611 7.20532392 0.56991085]
{} 1 1000 165 [15.01579676  7.93646441 19.54983127]
{} 3 1000 166 [12.49064787 14.42156815  7.08436119]
{} 2 1000 167 [ 2.56661673  8.67129496 19.06622659]
{} 2 1000 168 [ 3.13625303  4.70212813 10.80999529]
{} 2 1000 169 [15.1174687  10.23133356 13.16490122]
{} 2 1000 170 [ 4.41728909 15.87964961  9.2888516 ]
{} 3 1000 171 [ 0.37084377 15.45624546  5.63530767]
{} 2 1000 172 [12.62295978 16.74556874  1.69115392]
{} 2 1000 173 [15.77570647  1.71654717 16.81308069]
{} 3 1000 174 [6.93706556 4.47903822 2.02928399]
{} 1 1000 175 [16.56024857  7.18134551 18.57679264]
{} 2 1000 176 [ 3.337016    7.6999042  12.20738584]
{} 3 1000 177 [13.32136426 16.40323628  1.95106073]
{} 1 1000 178 [12.52671242 12.73578965  7.74463259]
{} 1 1000 179 [9.52400565 0.72465978 4.52894852]
{} 2 1000 180 [ 5.29312848  7.41689222 12.85325515]
{} 1 1000 181 [16.51595658  0.69000779 16.26665475]
{} 2 1000 182 [ 9.23377509  3.09325533 10.642394  ]
{} 3 1000 183 [17.10234536 12.14504637 14.98572948]
{} 2 1000 184 [ 5.65789994 18.01637941 10.18957813]
{} 3 1000 185 [15.01314404  7.4226501   7.64982983]
{} 2 1000 186 [ 0.11709385  2.35966747 16.71496848]
{} 3 1000 187 [11.58788368 17.57653239 17.49970936]
{} 2 1000 188 [ 9.40688265  4.61724788 13.71605337]
{} 3 1000 189 [9.67631139 8.73018947 1.78727189]
{} 3 1000 190 [ 1.29842729  6.516103   13.8376974 ]
{} 3 1000 191 [0.06752115 6.88007709 4.96976012]
{} 3 1000 192 [19.99802629  3.47998729  2.80753503]
{} 2 1000 193 [ 5.32241584  7.07322775 12.49641486]
{} 2 1000 194 [ 3.37366759 10.91340725 12.23922062]
{} 1 1000 195 [14.02395543 14.43551295  2.95795862]
{} 3 1000 196 [ 9.59090247 16.23395402 17.15307521]
{} 2 1000 197 [ 7.0732771  14.76978195 13.38504672]
{} 2 1000 198 [12.39461451  7.93849143 13.9248344 ]
{} 3 1000 199 [ 2.63480933 17.53047835  3.8729933 ]
{} 2 1000 200 [14.48152599  7.38022877  4.48542681]
{} 3 1000 201 [ 2.87975112  9.34186319 11.28425639]
{} 1 1000 202 [ 3.5545896  10.18041635  9.30470409]
{} 2 1000 203 [13.74213262 19.58805769 12.12744454]
{} 3 1000 204 [11.56416669  6.7733365   8.94603054]
{} 3 1000 205 [ 1.16043163  3.94869163 13.32100211]
{} 3 1000 206 [14.18125374  1.10229899 12.27204634]
{} 3 1000 207 [ 5.16761562 10.615785   12.52523427]
{} 1 1000 208 [17.94739444 15.41520724 15.06574321]
{} 3 1000 209 [12.98883177  5.66707322 15.31354246]
{} 1 1000 210 [ 3.97880089 13.06270632  4.50187468]
{} 1 1000 211 [16.54855491 19.46642238  6.55788719]
{} 2 1000 212 [ 9.32828362 18.22896078  8.44988612]
{} 3 1000 213 [ 6.05285051  3.15575728 12.76294176]
{} 2 1000 214 [ 0.91334533 16.88067712 16.35924737]
{} 1 1000 215 [ 7.0766449   9.94461994 12.27764538]
{} 1 1000 216 [13.87837847 10.03441713  4.84667022]
{} 3 1000 217 [19.85374648 11.20672741 13.96275709]
{} 2 1000 218 [ 2.70915657  3.97461835 14.42500019]
{} 1 1000 219 [ 4.65799448  0.49093109 14.11385581]
{} 3 1000 220 [18.84710503 17.66042833 11.18920935]
{} 3 1000 221 [1.054758   7.08124652 2.22231737]
{} 3 1000 222 [14.41237728 16.09639242  2.59226791]
{} 2 1000 223 [0.54130645 6.28089028 1.77049845]
{} 3 1000 224 [ 3.71684956 13.95685011 16.07514941]
{} 3 1000 225 [19.95861249  3.18991943 17.21287935]
{} 3 1000 226 [11.92658461 15.09485684  6.29979423]
{} 2 1000 227 [ 3.39037444 10.77050418  5.23470662]
{} 3 1000 228 [9.98527258 4.4346211  2.48882941]
{} 1 1000 229 [ 9.62948838 12.55660471  7.85149216]
{} 1 1000 230 [ 7.70447737 14.89090639 10.60481626]
{} 2 1000 231 [ 8.2857806  19.19157036 17.31572624]
{} 3 1000 232 [13.76527909  7.68918908 16.42268506]
{} 2 1000 233 [12.68524381 10.88046125  3.73532014]
{} 3 1000 234 [ 8.52775558  4.23057048 18.12333464]
{} 2 1000 235 [19.59582185  9.39371996  8.52824281]
{} 2 1000 236 [11.21758368  7.09387539  7.3743516 ]
{} 1 1000 237 [ 2.42586823 16.86541436 16.42765522]
{} 3 1000 238 [18.49179613  2.76050377 10.97254273]
{} 1 1000 239 [4.5428001  7.03696854 6.34630011]
{} 2 1000 240 [19.97187689 14.41626046 12.88876124]
{} 3 1000 241 [ 8.3145089   3.55719047 15.73215941]
{} 2 1000 242 [18.86219607  1.19670665  3.54163883]
{} 3 1000 243 [ 3.54194333 10.80338408  1.97339967]
{} 2 1000 244 [ 8.87048648  9.62410794 10.01477168]
{} 1 1000 245 [ 9.0139878  11.74372615 14.62272553]
{} 2 1000 246 [13.63300645 14.45360713  6.89110659]
{} 2 1000 247 [16.17407277  0.46458793 10.34945974]
{} 3 1000 248 [13.00702611 12.49243665  4.13878021]
{} 1 1000 249 [ 6.73748569 12.86951328  5.07124314]
{} 1 1000 250 [18.06852741  4.95161131  7.5276379 ]
{} 3 1000 251 [ 2.6460285  13.12642756  9.81437231]
{} 3 1000 252 [10.22409851  8.4997479   7.43700262]
{} 1 1000 253 [ 3.05101238 16.24918861  5.99522419]
{} 2 1000 254 [ 3.79188282 17.79642543 11.01358745]
{} 1 1000 255 [11.35039402 15.94573154  5.49006037]
{} 3 1000 256 [17.87689733 15.09204417 12.75207329]
{} 3 1000 257 [15.15525889  4.99316652  3.03598831]
{} 3 1000 258 [ 8.97324815 16.17846982  2.78260474]
{} 2 1000 259 [11.87487169  0.97725285 14.37193717]
{} 1 1000 260 [ 5.3560784  17.69522278 15.45630507]
{} 3 1000 261 [ 8.1381796   4.08241083 10.89540405]
{} 3 1000 262 [2.73345663 1.86083018 6.04714074]
{} 3 1000 263 [ 1.01054565  6.1396131  17.93548486]
{} 1 1000 264 [6.32603878 8.00149675 2.39662652]
{} 2 1000 265 [16.45107722  4.27335127  9.34306074]
{} 2 1000 266 [17.68633788 13.60358373 14.308352  ]
{} 2 1000 267 [17.02983118  0.72851093  6.24872272]
{} 2 1000 268 [13.90823172 13.50824989  0.13317775]
{} 2 1000 269 [18.18836503  0.22651583  8.27495654]
{} 1 1000 270 [ 3.22820573  0.82383413 16.90466625]
{} 1 1000 271 [ 4.08242774 18.60224121 16.00340141]
{} 3 1000 272 [ 6.54244707 11.09612566  6.8417095 ]
{} 1 1000 273 [ 2.99224568 17.12186072  8.24183438]
{} 3 1000 274 [17.22681814 14.91028947 10.5054592 ]
{} 3 1000 275 [14.39936869 17.50828161  6.14558944]
{} 2 1000 276 [ 2.91751975 12.30093494 10.62475984]
{} 1 1000 277 [ 3.83893586 11.06444589 14.44204016]
{} 3 1000 278 [ 0.53510281 13.60507709 17.93783716]
{} 2 1000 279 [ 3.88990894  4.9663807  17.02354555]
{} 1 1000 280 [ 0.3594786  11.09466054 17.3086518 ]
{} 2 1000 281 [17.94428497  0.62087443  1.4794385 ]
{} 2 1000 282 [ 0.73283726 13.42958078 14.99066332]
{} 2 1000 283 [3.88380149 0.95361496 8.61993395]
{} 3 1000 284 [ 4.86721229 14.6664392   1.14409807]
{} 3 1000 285 [5.15612596 0.39894331 5.58300769]
{} 3 1000 286 [10.55731755 19.02236182 12.45007121]
{} 3 1000 287 [ 7.09371424 17.0220665  12.76506092]
{} 2 1000 288 [13.4790618  15.43637154 10.74798622]
{} 1 1000 289 [19.01637159  6.97938729 16.57256693]
{} 1 1000 290 [9.67256419 4.36404735 8.2409197 ]
{} 3 1000 291 [ 1.42633521  1.54993355 16.37863377]
{} 1 1000 292 [ 1.73216544 10.8074385   5.67991726]
{} 2 1000 293 [15.42870802  5.10019971 14.73869732]
{} 1 1000 294 [ 8.14692232 14.67627409 14.27336963]
{} 1 1000 295 [ 2.40887262 11.91606075 16.07184628]
{} 1 1000 296 [15.35749397 18.5393319   8.08973458]
{} 2 1000 297 [12.56544547  9.08401994 16.32769429]
{} 2 1000 298 [19.29148379 10.51949353 15.54307704]
{} 3 1000 299 [15.97614055 15.32364389 10.03427103]
{} 3 1000 300 [11.42139603  3.6754695  12.32237873]
{} 1 1000 301 [12.1523325  18.2856108   2.87035587]
{} 2 1000 302 [ 2.29254629 15.20531648 16.94029366]
{} 1 1000 303 [11.97159554 18.19649612  9.94994285]
{} 3 1000 304 [ 7.21590162 12.50333228 13.46919982]
{} 1 1000 305 [ 5.41055516 16.40644912  9.63765162]
{} 3 1000 306 [12.80124006 11.1762701  17.7069244 ]
{} 1 1000 307 [ 7.47940497 17.78241511  9.22640058]
{} 2 1000 308 [19.69355666 13.7507202   9.84160695]
{} 3 1000 309 [ 9.61303353 14.0082858   7.0532394 ]
{} 3 1000 310 [12.46350465 17.25264924  1.23684308]
{} 3 1000 311 [ 6.27025205 10.48598899  6.51915074]
{} 1 1000 312 [ 1.64140038 13.95996481  0.99932222]
{} 3 1000 313 [ 5.56938475  0.52439147 16.32707226]
{} 2 1000 314 [ 0.26443516  2.10958091 12.45130449]
{} 1 1000 315 [1.85099548 3.18883739 5.19852573]
{} 2 1000 316 [ 4.91826327 16.51609953  1.83282933]
{} 2 1000 317 [16.12954631 11.81780074  7.70298168]
{} 3 1000 318 [12.45873144  4.0295403  15.96780055]
{} 2 1000 319 [18.68760819 10.89718177  1.86713478]
{} 3 1000 320 [ 3.09960556 17.31333842  5.63848907]
{} 2 1000 321 [19.99651766  0.66574386  8.63559026]
{} 3 1000 322 [ 0.93567864 11.05329395 17.83141649]
{} 3 1000 323 [14.49632586  4.29710536 11.70636818]
{} 1 1000 324 [ 8.83332166 14.00638142  8.47516937]
{} 2 1000 325 [19.22691773  3.75275385  5.52370142]
{} 3 1000 326 [14.07663431 18.73784553 19.7950962 ]
{} 3 1000 327 [ 3.24193497  2.80729895 11.74560594]
{} 3 1000 328 [ 5.48372687 17.23448505  1.43763525]
{} 3 1000 329 [14.75467884  9.43713165  7.95771034]
{} 3 1000 330 [ 1.56533     0.1851513  18.61432059]
{} 3 1000 331 [10.40666439 11.93192284  6.68144536]
{} 3 1000 332 [ 7.82011302 16.90140037 12.486195  ]
{} 3 1000 333 [11.31048161  8.55069038  8.4564762 ]
{} 2 1000 334 [12.78766316  5.65419121  2.55326442]
{} 1 1000 335 [17.48541639 15.34484601 10.54452721]
{} 2 1000 336 [11.95095364  3.8469137   9.83345413]
{} 3 1000 337 [ 6.40974156  6.7969052  18.75384342]
{} 2 1000 338 [10.93216345 12.05433215 16.40493409]
{} 2 1000 339 [5.69573523 3.05416781 9.21095526]
{} 3 1000 340 [10.1364494  17.01563109 19.12947738]
{} 2 1000 341 [ 7.01414842  2.04577727 14.75602329]
{} 2 1000 342 [16.09309983  9.1009659  18.34887996]
{} 3 1000 343 [ 4.09657233 18.01114595  6.85864056]
{} 1 1000 344 [ 2.52206774  5.18194284 10.23992021]
{} 2 1000 345 [ 4.90148204 14.16395321 13.01189247]
{} 1 1000 346 [13.73541821 11.61540294  4.49040703]
{} 2 1000 347 [ 0.78344564 10.30162601  9.16348257]
{} 2 1000 348 [16.87977734  6.5174538  11.00898978]
{} 1 1000 349 [17.2502593  11.34036004 11.95891286]
{} 2 1000 350 [19.780668   18.02285249 18.19552953]
{} 1 1000 351 [ 5.41724819 14.83258448  1.45525104]
{} 1 1000 352 [11.08896672  9.97581242  9.52057127]
{} 2 1000 353 [17.5162816   2.96222732 12.08838733]
{} 2 1000 354 [15.92225989 12.95175366 13.68398567]
{} 3 1000 355 [13.66426156  9.97533262 19.22959301]
{} 1 1000 356 [14.38674185  4.18799555  2.76580413]
{} 3 1000 357 [15.89750643  2.56803814  0.53475342]
{} 3 1000 358 [17.00265455  4.33931135  0.96806711]
{} 3 1000 359 [ 5.05400185 11.55925863 16.24164731]
{} 2 1000 360 [0.46793984 0.6578396  3.09440694]
{} 1 1000 361 [3.38458925 4.71964698 0.91631718]
{} 3 1000 362 [0.50577329 8.58816145 2.89525672]
{} 1 1000 363 [18.33343779 15.15352429  0.67383663]
{} 1 1000 364 [11.80679958  9.67295473  5.33559975]
{} 3 1000 365 [11.19401428 16.95642561 17.13971596]
{} 3 1000 366 [16.20617145  7.44287942 13.48514516]
{} 3 1000 367 [12.27492342  6.69156597  6.59319547]
{} 3 1000 368 [14.50190663  6.92927342 17.76512944]
{} 2 1000 369 [ 7.32087831 18.63028028 10.19791165]
{} 3 1000 370 [2.6995158  3.19170609 1.71645056]
{} 3 1000 371 [15.78667263 15.50698666 10.17366127]
{} 1 1000 372 [ 5.86114531 11.11978054  6.85383961]
{} 2 1000 373 [10.30865962  5.00435577  9.40366197]
{} 2 1000 374 [18.40215927  2.12156445 15.4653959 ]
{} 1 1000 375 [10.9704736   9.30923247  8.60183651]
{} 1 1000 376 [ 8.98628027 13.18945272  9.03177218]
{} 2 1000 377 [18.59788607  8.57961363 17.8884043 ]
{} 3 1000 378 [18.56211714  5.07656398 12.53007657]
{} 3 1000 379 [18.93274191  1.65140938  5.93983653]
{} 2 1000 380 [17.33079505  3.29111622 18.10662167]
{} 2 1000 381 [18.13151458 13.68807829 15.6380558 ]
{} 1 1000 382 [12.32928178  0.25514183  6.89305613]
{} 2 1000 383 [9.95541747 1.22743589 4.84842442]
{} 2 1000 384 [ 9.02107165 11.82757572 16.40719394]
{} 1 1000 385 [ 0.08976738 19.69769069  1.8687333 ]
{} 2 1000 386 [14.62144842 16.96667177 15.43666874]
{} 2 1000 387 [11.7182521  10.98543611 12.34034167]
{} 2 1000 388 [ 8.41897839 16.74144426  2.82230261]
{} 3 1000 389 [19.58478674  0.62493701  0.60448576]
{} 1 1000 390 [3.14521371e-03 2.50835629e+00 1.38855927e+01]
{} 2 1000 391 [ 1.46831251 12.52881674 16.69242418]
{} 1 1000 392 [17.44390858 11.34693274  4.54100792]
{} 3 1000 393 [ 3.24936245 11.73031658  3.33803562]
{} 1 1000 394 [15.51477559  7.47345877  4.63826738]
{} 1 1000 395 [7.76951928 4.70365946 4.85690188]
{} 1 1000 396 [ 1.41298771  5.37385035 19.00071134]
{} 2 1000 397 [ 5.3810216  7.9163168 11.2183551]
{} 1 1000 398 [0.51230733 0.98193013 6.32344544]
{} 2 1000 399 [14.60917178 16.79055315  2.69697649]
{} 1 1000 400 [11.38415713  3.89246804  6.83454529]
{} 3 1000 401 [15.42146079  0.84971594 16.06818045]
{} 2 1000 402 [ 6.19982485 17.1022278   1.01847919]
{} 3 1000 403 [18.17660837 19.4039663  14.2801613 ]
{} 3 1000 404 [15.68287906 14.69380085  4.09207109]
{} 2 1000 405 [15.48868017 19.43236641  1.16077857]
{} 1 1000 406 [ 7.67816983 17.52382152 18.7462532 ]
{} 3 1000 407 [ 8.99996053  1.20599541 17.88570044]
{} 1 1000 408 [12.43887987 19.55250005 18.20631197]
{} 1 1000 409 [3.99343459 0.5776782  4.90412193]
{} 2 1000 410 [13.13385453  1.62075559 13.76630859]
{} 2 1000 411 [ 4.463815   19.30612325 11.74025942]
{} 2 1000 412 [15.13192358  9.81615511 16.23770646]
{} 2 1000 413 [18.79871525  0.57568219 15.42046148]
{} 3 1000 414 [ 8.12730011 19.37496731 18.74035591]
{} 2 1000 415 [ 1.66011418  6.88600467 14.80463099]
{} 2 1000 416 [ 9.314136   18.87607722 11.43719871]
{} 3 1000 417 [ 6.17505395 10.24986962  2.39732882]
{} 3 1000 418 [9.22008959 3.01407222 8.18241328]
{} 1 1000 419 [12.09025134 12.45068389  4.28264806]
{} 3 1000 420 [ 6.19921371 16.95278078 13.16283712]
{} 2 1000 421 [ 1.49221616 15.38610712  9.92155017]
{} 2 1000 422 [ 3.6870679  17.50257986 13.56772888]
{} 1 1000 423 [2.42852365 5.7508742  3.44306386]
{} 3 1000 424 [19.46135515 11.03490323  3.52506849]
{} 3 1000 425 [2.13742174 3.43844132 4.46516806]
{} 2 1000 426 [10.51851707 13.55277772 17.70990008]
{} 2 1000 427 [6.70025189 2.12327381 1.60018077]
{} 2 1000 428 [19.19835124  5.39076391 16.50230736]
{} 1 1000 429 [10.40250368 14.14325782  1.57566534]
{} 2 1000 430 [16.7235347  15.40281271  1.45189409]
{} 2 1000 431 [ 4.21852055 18.47502116  3.2376975 ]
{} 1 1000 432 [ 6.24918442 11.32080955  9.63137105]
{} 3 1000 433 [15.44346566  8.47070429  3.86242951]
{} 1 1000 434 [4.05605762 1.53264913 9.59895622]
{} 1 1000 435 [12.68510415 16.06847387  1.84851561]
{} 3 1000 436 [12.00042262 16.05612488 15.44818069]
{} 3 1000 437 [ 6.02456106 13.66290667 14.86875318]
{} 2 1000 438 [ 4.85988164 11.72207623 15.08129594]
{} 1 1000 439 [ 3.5039525  15.29852247  5.71400217]
{} 3 1000 440 [ 7.73954074  7.25433517 14.74245871]
{} 3 1000 441 [ 4.59128987 12.65701603  9.3629284 ]
{} 2 1000 442 [15.50064185  8.84591304 18.13662235]
{} 1 1000 443 [17.3260567  19.27663602 11.66279891]
{} 1 1000 444 [17.70619571 12.09933394 12.15453601]
{} 1 1000 445 [15.47257899  5.75016736  4.42852187]
{} 2 1000 446 [9.26483139 7.11344489 6.39352369]
{} 3 1000 447 [ 7.50957133 14.91635402 15.07250563]
{} 1 1000 448 [8.53978216 4.25065855 3.33777293]
